Office,Parish,Ward,Precinct,"Joseph R. Biden, Kamala Harris Democratic (DEM)","Jo Jorgensen, Jeremy Cohen Libertarian (LBT)","Donald J. Trump, Michael Pence Republican (REP)","Brian Carroll, Amar Patel American Solidarity Party (OTH)","Jade Simmons, Claudeliah Roze Becoming One Nation (OTH)","President Boddie,Eric Stoneham C.U.P. (OTH)","Don Blankenship, William Mohr Constitution Party (OTH)","Brock Pierce, Karla Ballard Freedom and Prosperity (OTH)","Tom Hoefling, Andy Prior Life, Liberty, Constitution (OTH)","Gloria La Riva, Sunil Freeman Socialism and Liberation (OTH)","Alyson Kennedy,Malcolm Jarrett Socialist Workers Party (OTH)","Kanye West, Michelle Tidball The Birthday Party (OTH)","Bill Hammons, Eric Bodenstab Unity Party America (OTH)"
"Presidential Electors","Lincoln","04","03","24","7","454","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","04","04","21","2","234","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","04","05","30","1","185","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","04","06","7","3","76","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","05","01","51","4","332","0","0","0","0","0","1","0","0","1","0"
"Presidential Electors","Lincoln","05","02","29","8","460","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Lincoln","05","03","20","7","313","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","05","04","49","7","306","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","06","01","153","19","419","3","0","1","0","0","0","2","0","5","0"
"Presidential Electors","Lincoln","06","02","9","0","67","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","06","03","22","4","72","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","06","04","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","07","01","10","4","101","0","1","0","1","0","0","0","0","0","0"
"Presidential Electors","Lincoln","07","02","179","20","568","1","1","0","0","0","0","0","0","3","0"
"Presidential Electors","Lincoln","08","01","74","8","107","1","0","1","0","0","0","0","0","2","0"
"Presidential Electors","Lincoln","08","02","83","13","574","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Lincoln","08","03","34","2","22","0","1","0","0","0","0","0","0","0","1"
"Presidential Electors","Lincoln","08","04","13","2","14","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","09","01","326","6","65","1","0","1","0","0","0","1","1","0","0"
"Presidential Electors","Lincoln","09","02","9","1","14","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","09","03","12","2","12","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","09","04","35","3","41","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","09","05","2","1","15","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","10","01","105","1","13","0","2","0","0","0","0","0","1","1","0"
"Presidential Electors","Lincoln","10","02","2","1","42","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","10","03","6","0","7","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","10","04","15","1","79","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","10","05","170","1","16","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","10","06","167","0","5","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","11","01","207","2","55","2","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Lincoln","11","02","10","4","48","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","11","03","40","1","6","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","11","04","0","0","12","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","11","05","90","2","57","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Lincoln","12","01","157","11","172","0","1","0","0","0","2","1","0","1","0"
"Presidential Electors","Lincoln","12","02","1","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","12","03","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","12","04","3","0","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","12","05","3","0","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","12","06","17","0","6","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Lincoln","Early Voting","","4303","87","4694","10","2","5","1","3","6","4","0","10","3"
"Presidential Electors","Lincoln","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","01","88","10","777","0","0","0","0","0","0","0","0","6","0"
"Presidential Electors","Livingston","00","01A","7","4","197","0","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","01B","42","6","459","0","1","0","1","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","01C","33","1","416","0","0","0","0","1","0","0","0","1","0"
"Presidential Electors","Livingston","00","01D","85","8","666","1","0","0","0","0","0","2","0","1","0"
"Presidential Electors","Livingston","00","02","68","12","609","0","0","0","0","0","0","0","0","0","2"
"Presidential Electors","Livingston","00","02A","47","13","605","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","03","49","12","723","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","03A","31","6","466","0","0","0","1","0","0","0","0","0","1"
"Presidential Electors","Livingston","00","03B","17","0","243","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","04","31","8","509","0","0","0","1","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","04A","23","6","367","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","04B","12","4","169","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Livingston","00","05","70","8","678","0","0","0","0","0","0","0","0","3","0"
"Presidential Electors","Livingston","00","05A","14","4","275","0","0","0","0","1","0","0","0","0","0"
"Presidential Electors","Livingston","00","05B","28","11","366","0","0","0","0","0","1","0","0","0","0"
"Presidential Electors","Livingston","00","05C","2","1","117","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","06","36","5","602","0","0","0","0","0","0","0","0","1","2"
"Presidential Electors","Livingston","00","06A","23","1","326","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","06B","8","6","344","0","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Livingston","00","07","37","5","282","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","07A","17","1","181","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","07B","180","16","456","0","1","0","2","0","0","1","0","3","0"
"Presidential Electors","Livingston","00","07C","11","2","139","0","1","0","0","0","0","0","0","3","0"
"Presidential Electors","Livingston","00","07D","42","3","182","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","08A","31","4","400","2","0","0","0","0","2","0","0","0","0"
"Presidential Electors","Livingston","00","08B","9","2","92","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","09","77","6","600","1","0","0","0","2","0","0","1","0","0"
"Presidential Electors","Livingston","00","10","23","3","440","1","0","0","0","0","2","0","0","0","0"
"Presidential Electors","Livingston","00","11","106","6","493","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Livingston","00","11A","22","5","486","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Livingston","00","12","85","2","439","0","0","0","1","0","1","0","1","5","0"
"Presidential Electors","Livingston","00","13A","21","5","272","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","13B","43","8","363","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","14","58","11","560","1","2","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","15","32","2","245","0","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Livingston","00","16","73","6","760","0","0","0","0","1","1","0","0","0","0"
"Presidential Electors","Livingston","00","17","60","10","511","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","18","43","5","693","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","18A","0","0","14","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","19","53","12","625","2","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","19A","10","3","225","0","0","0","0","0","1","0","0","0","0"
"Presidential Electors","Livingston","00","20","13","4","134","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","21","187","27","691","0","1","0","0","0","0","1","0","3","0"
"Presidential Electors","Livingston","00","21A","21","4","237","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","22","17","5","331","0","0","0","0","0","1","0","0","0","0"
"Presidential Electors","Livingston","00","23","40","12","496","1","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Livingston","00","23A","115","16","288","0","3","0","0","0","0","0","0","5","0"
"Presidential Electors","Livingston","00","23B","44","8","258","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","23C","94","9","483","1","1","0","0","1","0","0","0","1","0"
"Presidential Electors","Livingston","00","24","82","15","533","0","1","0","0","0","0","0","0","2","0"
"Presidential Electors","Livingston","00","24B","31","6","241","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Livingston","00","24C","100","9","502","0","0","0","1","0","0","0","0","7","1"
"Presidential Electors","Livingston","00","25","39","4","289","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Livingston","00","26","55","12","334","1","0","1","0","0","0","0","0","3","0"
"Presidential Electors","Livingston","00","26A","71","11","294","0","1","0","0","0","0","0","0","4","0"
"Presidential Electors","Livingston","00","26B","46","9","279","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Livingston","00","26C","42","9","258","0","0","0","0","0","0","0","0","3","0"
"Presidential Electors","Livingston","00","27","280","12","288","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","28A","45","9","225","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","28B","11","0","35","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","29","36","8","455","0","0","0","1","0","1","0","0","1","0"
"Presidential Electors","Livingston","00","30","23","3","354","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Livingston","00","31","17","5","168","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Livingston","00","32","73","6","440","0","0","0","0","1","1","0","0","0","0"
"Presidential Electors","Livingston","00","33","33","3","200","1","0","0","0","0","0","1","0","1","0"
"Presidential Electors","Livingston","00","34","36","8","407","1","0","0","0","0","0","0","1","0","1"
"Presidential Electors","Livingston","00","35","151","12","323","2","0","0","1","0","0","0","1","1","0"
"Presidential Electors","Livingston","00","35A","52","6","230","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Livingston","00","36","48","11","461","0","1","0","0","0","0","0","0","3","0"
"Presidential Electors","Livingston","00","36A","24","7","291","2","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Livingston","00","38","222","6","499","3","0","0","0","0","1","1","1","1","0"
"Presidential Electors","Livingston","00","39","50","6","263","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Livingston","00","39A","74","11","352","0","0","0","0","0","0","0","0","2","1"
"Presidential Electors","Livingston","00","39B","19","3","243","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","40","45","8","458","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","40A","76","12","511","0","1","0","0","1","0","0","0","1","0"
"Presidential Electors","Livingston","00","41","34","6","205","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","00","43","6","2","94","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Livingston","Early Voting","","5150","269","25348","24","14","8","12","5","9","5","6","20","5"
"Presidential Electors","Livingston","Provisional Votes","","0","1","7","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","01","28","2","134","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","02","12","1","77","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","03","3","2","145","0","0","0","0","1","0","0","0","0","1"
"Presidential Electors","Madison","00","04","5","0","70","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","05","1","0","42","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","06","8","1","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","07","10","0","103","0","0","0","0","1","0","0","0","0","0"
"Presidential Electors","Madison","00","08","82","2","68","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","09","19","1","11","0","0","1","1","0","0","0","0","0","0"
"Presidential Electors","Madison","00","10","75","0","65","1","0","1","0","0","0","1","0","1","0"
"Presidential Electors","Madison","00","11","13","0","23","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","12","127","1","5","1","0","0","1","0","0","0","0","0","1"
"Presidential Electors","Madison","00","13","77","0","13","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Madison","00","14","22","0","43","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","15","171","1","6","1","1","0","0","1","0","0","0","2","0"
"Presidential Electors","Madison","00","16","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","17","95","0","5","3","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","18","26","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","19","95","2","1","0","1","0","1","0","0","0","0","0","0"
"Presidential Electors","Madison","00","20","112","0","4","0","1","0","0","0","0","0","0","2","0"
"Presidential Electors","Madison","00","21","104","0","2","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Madison","00","22","104","2","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","23","2","0","34","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","24","1","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","00","25","38","4","178","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Madison","00","26","4","0","68","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Madison","Early Voting","","1408","4","813","3","4","8","1","4","1","0","2","5","4"
"Presidential Electors","Madison","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","01","136","0","33","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Morehouse","00","02","11","0","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","03-1","151","5","147","0","0","0","1","0","0","1","1","0","1"
"Presidential Electors","Morehouse","00","03-2","1","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","06","17","0","50","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","07","139","2","47","1","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Morehouse","00","08","30","1","76","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","12","104","2","7","0","1","0","1","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","13","125","3","24","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","14","193","1","14","0","0","0","0","1","0","0","1","1","0"
"Presidential Electors","Morehouse","00","16","78","1","4","1","0","0","0","0","0","0","1","1","0"
"Presidential Electors","Morehouse","00","17","11","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","18","25","1","2","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","20","77","1","38","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","21-1","25","2","36","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","21-2","55","0","35","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","23","17","1","64","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Morehouse","00","24","2","0","3","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","25","13","0","11","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","26-1","27","0","170","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","26-2","41","1","47","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","27-1","6","1","134","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","27-2","2","0","69","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","29","34","0","97","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Morehouse","00","31","26","0","25","0","0","0","0","0","1","0","0","0","0"
"Presidential Electors","Morehouse","00","33","69","0","30","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","34","42","1","33","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","35","29","1","165","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","37","35","1","58","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","39-1","16","1","78","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","39-2","86","1","26","0","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Morehouse","00","40","15","2","113","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","42","10","0","401","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Morehouse","00","43","0","0","15","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","45","10","1","163","1","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","47","57","0","22","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","48","9","0","29","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","49","26","0","34","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","50","39","3","127","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","52","79","0","6","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","53","42","1","28","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","54","1","1","49","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","00","55","18","0","50","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Morehouse","Early Voting","","3017","21","3938","1","6","6","2","2","4","3","1","3","1"
"Presidential Electors","Morehouse","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","01","152","4","35","1","1","1","0","1","0","0","0","1","0"
"Presidential Electors","Natchitoches","01","01A","33","0","72","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","02","181","5","247","0","0","1","0","1","0","0","0","1","0"
"Presidential Electors","Natchitoches","01","03","188","1","74","3","1","0","0","1","0","1","0","0","0"
"Presidential Electors","Natchitoches","01","03A","8","1","14","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","04","370","9","47","2","2","0","0","1","0","1","0","5","0"
"Presidential Electors","Natchitoches","01","04A","17","0","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","05","85","0","4","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","05A","100","1","6","0","0","1","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","01","06","106","2","71","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","07","93","4","209","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","08","206","1","20","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Natchitoches","01","09","34","3","154","0","1","0","1","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","09A","29","2","128","0","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","10","43","9","297","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","01","10A","22","2","116","0","0","0","0","0","2","1","0","0","0"
"Presidential Electors","Natchitoches","01","10B","25","5","170","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","11","215","10","269","2","0","1","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","01","12","55","3","200","0","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","01","13","204","2","13","1","2","2","0","0","0","0","0","1","1"
"Presidential Electors","Natchitoches","01","14","122","1","19","0","2","0","0","0","0","0","1","1","0"
"Presidential Electors","Natchitoches","02","01","15","1","100","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","02","8","3","77","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","03","7","0","175","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","04","23","1","152","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","05","23","2","162","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","06","26","2","200","0","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","02","07","118","3","19","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","07A","9","0","13","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","02","08","207","2","45","1","2","1","0","0","0","0","0","3","0"
"Presidential Electors","Natchitoches","02","09","29","0","373","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","03","01","23","1","289","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","02","13","0","116","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","03","9","1","63","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","04","29","2","85","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","05","18","3","247","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","03","06","9","3","258","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","07","29","1","12","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Natchitoches","03","08","46","5","203","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","09","2","0","49","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","03","10","4","0","50","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","01","59","3","91","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","02","167","1","3","1","1","0","1","1","0","0","0","1","0"
"Presidential Electors","Natchitoches","04","03","40","0","79","1","0","0","0","0","1","0","0","1","0"
"Presidential Electors","Natchitoches","04","04","106","4","143","0","0","0","1","0","0","0","0","2","1"
"Presidential Electors","Natchitoches","04","05","4","0","113","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","06","9","0","138","2","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","07","1","1","48","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","08","12","1","112","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Natchitoches","04","09","107","7","192","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Natchitoches","Early Voting","","3456","60","3578","6","8","4","7","1","2","4","7","4","1"
"Presidential Electors","Natchitoches","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","01","01","162","6","53","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","01","02","92","7","30","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","01","05","115","9","69","0","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Orleans","01","06","194","1","11","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Orleans","02","01","114","7","115","1","0","0","0","3","0","1","0","3","1"
"Presidential Electors","Orleans","02","02","96","2","57","0","0","0","1","0","0","1","0","0","0"
"Presidential Electors","Orleans","02","04","312","2","12","0","0","1","0","0","0","0","2","5","0"
"Presidential Electors","Orleans","02","06","188","1","8","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","02","07","300","2","10","2","0","0","0","2","0","0","0","3","0"
"Presidential Electors","Orleans","03","01","238","10","189","1","0","0","1","0","0","0","1","2","2"
"Presidential Electors","Orleans","03","08","316","1","32","1","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","03","09","150","1","13","0","1","0","0","0","0","1","0","2","0"
"Presidential Electors","Orleans","03","12","291","14","51","0","0","0","0","0","1","4","1","2","1"
"Presidential Electors","Orleans","03","14","105","5","26","0","0","1","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","03","15","140","1","22","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","03","18","261","9","31","0","0","0","0","0","1","0","1","4","0"
"Presidential Electors","Orleans","03","19","211","7","77","1","0","0","0","0","1","1","0","2","0"
"Presidential Electors","Orleans","03","20","110","5","46","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","04","02","230","7","64","0","0","1","0","1","0","0","0","1","0"
"Presidential Electors","Orleans","04","03","200","4","21","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","04","05","119","2","14","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Orleans","04","06","73","2","26","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","04","07","67","3","40","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","04","08","164","11","70","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","04","09","200","14","219","3","0","0","0","0","0","0","0","3","0"
"Presidential Electors","Orleans","04","11","123","4","143","0","0","0","0","2","0","0","0","1","0"
"Presidential Electors","Orleans","04","14","193","21","395","0","1","0","0","0","0","1","0","5","0"
"Presidential Electors","Orleans","04","15","145","8","264","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","04","17","111","8","269","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Orleans","04","17A","75","14","184","1","0","0","0","0","0","1","0","1","0"
"Presidential Electors","Orleans","04","18","103","13","290","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","04","20","60","8","212","0","0","0","0","0","0","1","0","1","0"
"Presidential Electors","Orleans","04","21","74","5","195","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","04","22","65","8","142","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","04","23","56","3","154","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","05","01","65","0","39","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","05","02","74","2","50","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Orleans","05","03","165","3","56","0","0","0","0","0","1","0","0","2","0"
"Presidential Electors","Orleans","05","05","162","0","5","1","0","0","0","0","0","1","0","1","1"
"Presidential Electors","Orleans","05","07","237","2","7","0","0","0","0","1","0","2","0","2","0"
"Presidential Electors","Orleans","05","08","136","1","11","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Orleans","05","09","91","2","6","0","0","0","0","0","0","0","1","2","0"
"Presidential Electors","Orleans","05","10","118","1","9","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Orleans","05","11","94","4","24","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Orleans","05","12","178","4","60","1","0","0","0","0","0","2","1","1","0"
"Presidential Electors","Orleans","05","13","143","6","66","0","0","0","0","0","0","0","0","6","0"
"Presidential Electors","Orleans","05","15","170","9","102","1","1","0","0","0","0","1","0","3","0"
"Presidential Electors","Orleans","05","16","81","2","48","2","0","0","0","0","0","0","0","0","0"
